timestamp,temperatura,pH,conductividad,TDS,DO_mgL
2021-11-17 12:17:20,0.6710239651416119,1.0,0.0,0.0,0.36744186046511623
2021-11-17 12:17:25,0.6710239651416119,1.0,0.0,0.125,0.36744186046511623
2021-11-17 12:17:30,0.6710239651416119,1.0,0.0,0.0,0.3534883720930231
2021-11-17 12:17:35,0.6710239651416119,1.0,0.0,0.0,0.3395348837209304
2021-11-17 12:17:40,0.6710239651416119,1.0,0.0,0.0,0.33023255813953484
2021-11-17 12:17:45,0.6710239651416119,1.0,0.0,0.125,0.33023255813953484
2021-11-17 12:17:50,0.6710239651416119,1.0,0.0,0.0,0.3162790697674421
2021-11-17 12:17:55,0.6710239651416119,1.0,0.0,0.0,0.30697674418604654
2021-11-17 12:18:00,0.6710239651416119,1.0,0.0,0.125,0.3209302325581397
2021-11-17 12:18:05,0.6713352007469654,1.0,0.0,0.10714285714285417,0.33754152823920275
2021-11-17 12:18:10,0.6716464363523181,1.0,0.0,0.08928571428571527,0.3541528239202658
2021-11-17 12:18:15,0.6719576719576716,1.0,0.0,0.07142857142856944,0.3707641196013288
2021-11-17 12:18:20,0.6722689075630252,1.0,0.0,0.05357142857143055,0.38737541528239233
2021-11-17 12:18:25,0.6725801431683787,1.0,0.0,0.03571428571428472,0.4039867109634554
2021-11-17 12:18:30,0.6728913787737314,1.0,0.0,0.01785714285714583,0.42059800664451846
2021-11-17 12:18:35,0.6732026143790849,1.0,0.0,0.0,0.43720930232558153
2021-11-17 12:18:40,0.6732026143790849,1.0,0.010416666666664298,0.02083333333333102,0.4224806201550386
2021-11-17 12:18:45,0.6732026143790849,1.0,0.020833333333335702,0.04166666666666898,0.40775193798449616
2021-11-17 12:18:50,0.6732026143790849,1.0,0.03125,0.0625,0.3930232558139537
2021-11-17 12:18:55,0.6732026143790849,1.0,0.0416666666666643,0.08333333333333102,0.37829457364341085
2021-11-17 12:19:00,0.6732026143790849,1.0,0.0520833333333357,0.10416666666666898,0.363565891472868
2021-11-17 12:19:05,0.6732026143790849,1.0,0.0625,0.125,0.34883720930232553
2021-11-17 12:19:10,0.6736383442265793,1.0,0.04999999999999716,0.10000000000000278,0.34418604651162793
2021-11-17 12:19:15,0.6740740740740744,1.0,0.03750000000000142,0.07499999999999861,0.3395348837209304
2021-11-17 12:19:20,0.6745098039215687,1.0,0.02499999999999858,0.05000000000000139,0.3348837209302324
2021-11-17 12:19:25,0.6749455337690637,1.0,0.012500000000002842,0.024999999999997226,0.33023255813953484
2021-11-17 12:19:30,0.675381263616558,1.0,0.0,0.0,0.32558139534883723
2021-11-17 12:19:35,0.675018155410313,1.0,0.0,0.0,0.3403100775193801
2021-11-17 12:19:40,0.674655047204067,1.0,0.0,0.0,0.35503875968992255
2021-11-17 12:19:45,0.6742919389978211,1.0,0.0,0.0,0.369767441860465
2021-11-17 12:19:50,0.673928830791576,1.0,0.0,0.0,0.3844961240310079
2021-11-17 12:19:55,0.6735657225853309,1.0,0.0,0.0,0.39922480620155076
2021-11-17 12:20:00,0.6732026143790849,1.0,0.0,0.0,0.4139534883720932
2021-11-17 12:20:05,0.6733962720890823,1.0,0.0,0.0,0.4136434108527134
2021-11-17 12:20:10,0.6735899297990803,1.0,0.0,0.0,0.4133333333333336
2021-11-17 12:20:15,0.6737835875090776,1.0,0.0,0.0,0.41302325581395377
2021-11-17 12:20:20,0.673977245219075,1.0,0.0,0.0,0.412713178294574
2021-11-17 12:20:25,0.674170902929073,1.0,0.0,0.0,0.41240310077519415
2021-11-17 12:20:30,0.6743645606390704,1.0,0.0,0.0,0.41209302325581393
2021-11-17 12:20:35,0.6745582183490676,1.0,0.0,0.0,0.41178294573643415
2021-11-17 12:20:40,0.6747518760590657,1.0,0.0,0.0,0.4114728682170543
2021-11-17 12:20:45,0.674945533769063,1.0,0.0,0.0,0.41116279069767453
2021-11-17 12:20:50,0.6751391914790611,1.0,0.0,0.0,0.4108527131782947
2021-11-17 12:20:55,0.6753328491890583,1.0,0.0,0.0,0.4105426356589149
2021-11-17 12:21:00,0.6755265068990557,1.0,0.0,0.0,0.4102325581395351
2021-11-17 12:21:05,0.6757201646090537,1.0,0.0,0.0,0.4099224806201553
2021-11-17 12:21:10,0.6759138223190511,1.0,0.0,0.0,0.40961240310077546
2021-11-17 12:21:15,0.6761074800290483,1.0,0.0,0.0,0.4093023255813956
2021-11-17 12:21:20,0.6763011377390464,1.0,0.0,0.0,0.40899224806201584
2021-11-17 12:21:25,0.6764947954490437,1.0,0.0,0.0,0.4086821705426356
2021-11-17 12:21:30,0.676688453159041,1.0,0.0,0.0,0.4083720930232558
2021-11-17 12:21:35,0.676882110869039,1.0,0.0,0.0,0.408062015503876
2021-11-17 12:21:40,0.6770757685790364,1.0,0.0,0.0,0.40775193798449616
2021-11-17 12:21:45,0.6772694262890336,1.0,0.0,0.0,0.4074418604651164
2021-11-17 12:21:50,0.6774630839990318,1.0,0.0,0.0,0.40713178294573654
2021-11-17 12:21:55,0.677656741709029,1.0,0.0,0.0,0.40682170542635676
2021-11-17 12:22:00,0.6778503994190271,1.0,0.0,0.0,0.4065116279069769
2021-11-17 12:22:05,0.6780440571290244,1.0,0.0,0.0,0.40620155038759714
2021-11-17 12:22:10,0.6782377148390217,1.0,0.0,0.0,0.4058914728682173
2021-11-17 12:22:15,0.6784313725490198,1.0,0.0,0.0,0.4055813953488375
2021-11-17 12:22:20,0.6786250302590171,1.0,0.0,0.0,0.4052713178294577
2021-11-17 12:22:25,0.6788186879690143,1.0,0.0,0.0,0.40496124031007746
2021-11-17 12:22:30,0.6790123456790125,1.0,0.0,0.0,0.4046511627906977
2021-11-17 12:22:35,0.6792060033890097,1.0,0.0,0.0,0.40434108527131785
2021-11-17 12:22:40,0.6793996610990071,1.0,0.0,0.0,0.404031007751938
2021-11-17 12:22:45,0.6795933188090052,1.0,0.0,0.0,0.40372093023255823
2021-11-17 12:22:50,0.6797869765190024,1.0,0.0,0.0,0.4034108527131784
2021-11-17 12:22:55,0.6799806342289998,1.0,0.0,0.0,0.4031007751937986
2021-11-17 12:23:00,0.6801742919389978,1.0,0.0,0.0,0.4027906976744188
2021-11-17 12:23:05,0.6803679496489952,1.0,0.0,0.0,0.402480620155039
2021-11-17 12:23:10,0.6805616073589932,1.0,0.0,0.0,0.40217054263565916
2021-11-17 12:23:15,0.6807552650689905,1.0,0.0,0.0,0.4018604651162794
2021-11-17 12:23:20,0.6809489227789878,1.0,0.0,0.0,0.40155038759689915
2021-11-17 12:23:25,0.6811425804889859,1.0,0.0,0.0,0.4012403100775193
2021-11-17 12:23:30,0.6813362381989831,1.0,0.0,0.0,0.40093023255813953
2021-11-17 12:23:35,0.6815298959089805,1.0,0.0,0.0,0.4006201550387597
2021-11-17 12:23:40,0.6817235536189785,1.0,0.0,0.0,0.4003100775193799
2021-11-17 12:23:45,0.6819172113289759,1.0,0.0,0.0,0.4000000000000001
2021-11-17 12:23:50,0.6820289369308976,0.9995337995337992,0.0,0.0,0.40047704233750747
2021-11-17 12:23:55,0.6821406625328194,0.9990675990675985,0.0,0.0,0.4009540846750148
2021-11-17 12:24:00,0.6822523881347411,0.9986013986013993,0.0,0.0,0.4014311270125226
2021-11-17 12:24:05,0.6823641137366628,0.9981351981351985,0.0,0.0,0.40190816935003
2021-11-17 12:24:10,0.6824758393385838,0.9976689976689976,0.0,0.0,0.4023852116875373
2021-11-17 12:24:15,0.6825875649405057,0.9972027972027969,0.0,0.0,0.4028622540250447
2021-11-17 12:24:20,0.6826992905424274,0.9967365967365961,0.0,0.0,0.40333929636255206
2021-11-17 12:24:25,0.6828110161443491,0.9962703962703969,0.0,0.0,0.40381633870005984
2021-11-17 12:24:30,0.6829227417462709,0.9958041958041961,0.0,0.0,0.40429338103756723
2021-11-17 12:24:35,0.6830344673481926,0.9953379953379954,0.0,0.0,0.40477042337507463
2021-11-17 12:24:40,0.6831461929501144,0.9948717948717946,0.0,0.0,0.40524746571258197
2021-11-17 12:24:45,0.6832579185520361,0.9944055944055937,0.0,0.0,0.40572450805008936
2021-11-17 12:24:50,0.683369644153958,0.9939393939393946,0.0,0.0,0.40620155038759714
2021-11-17 12:24:55,0.6834813697558797,0.9934731934731938,0.0,0.0,0.4066785927251045
2021-11-17 12:25:00,0.6835930953578007,0.993006993006993,0.0,0.0,0.4071556350626119
2021-11-17 12:25:05,0.6837048209597224,0.9925407925407922,0.0,0.0,0.4076326774001192
2021-11-17 12:25:10,0.6838165465616441,0.9920745920745915,0.0,0.0,0.4081097197376266
2021-11-17 12:25:15,0.6839282721635659,0.9916083916083923,0.0,0.0,0.4085867620751344
2021-11-17 12:25:20,0.6840399977654876,0.9911421911421915,0.0,0.0,0.40906380441264173
2021-11-17 12:25:25,0.6841517233674095,0.9906759906759907,0.0,0.0,0.4095408467501491
2021-11-17 12:25:30,0.6842634489693312,0.9902097902097899,0.0,0.0,0.4100178890876565
2021-11-17 12:25:35,0.684375174571253,0.9897435897435908,0.0,0.0,0.4104949314251643
2021-11-17 12:25:40,0.6844869001731747,0.98927738927739,0.0,0.0,0.41097197376267164
2021-11-17 12:25:45,0.6845986257750964,0.9888111888111891,0.0,0.0,0.41144901610017903
2021-11-17 12:25:50,0.6847103513770174,0.9883449883449884,0.0,0.0,0.41192605843768637
2021-11-17 12:25:55,0.6848220769789392,0.9878787878787876,0.0,0.0,0.41240310077519376
2021-11-17 12:26:00,0.684933802580861,0.9874125874125884,0.0,0.0,0.41288014311270155
2021-11-17 12:26:05,0.6850455281827827,0.9869463869463876,0.0,0.0,0.4133571854502089
2021-11-17 12:26:10,0.6851572537847045,0.9864801864801869,0.0,0.0,0.4138342277877163
2021-11-17 12:26:15,0.6852689793866262,0.986013986013986,0.0,0.0,0.4143112701252236
2021-11-17 12:26:20,0.685380704988548,0.9855477855477853,0.0,0.0,0.414788312462731
2021-11-17 12:26:25,0.6854924305904697,0.985081585081586,0.0,0.0,0.4152653548002388
2021-11-17 12:26:30,0.6856041561923915,0.9846153846153853,0.0,0.0,0.4157423971377462
2021-11-17 12:26:35,0.6857158817943133,0.9841491841491845,0.0,0.0,0.4162194394752535
2021-11-17 12:26:40,0.6858276073962343,0.9836829836829837,0.0,0.0,0.4166964818127609
2021-11-17 12:26:45,0.685939332998156,0.983216783216783,0.0,0.0,0.41717352415026826
2021-11-17 12:26:50,0.6860510586000778,0.9827505827505838,0.0,0.0,0.41765056648777604
2021-11-17 12:26:55,0.6861627842019995,0.982284382284383,0.0,0.0,0.41812760882528344
2021-11-17 12:27:00,0.6862745098039212,0.9818181818181821,0.0,0.0,0.4186046511627908
2021-11-17 12:27:05,0.6862745098039212,0.9818181818181821,0.0,0.0,0.416279069767442
2021-11-17 12:27:10,0.6862745098039212,0.9818181818181821,0.0,0.0,0.4139534883720932
2021-11-17 12:27:15,0.6868191721132898,0.9818181818181821,0.0,0.0,0.40232558139534885
2021-11-17 12:27:20,0.6873638344226582,0.9818181818181821,0.0,0.0,0.39069767441860453
2021-11-17 12:27:25,0.6879084967320259,0.9818181818181821,0.0,0.0,0.3790697674418606
2021-11-17 12:27:30,0.6884531590413944,0.9818181818181821,0.0,0.0,0.36744186046511623
