imagen,timestamp_imagen,timestamp_sens,temperatura,pH,conductividad,TDS,DO_mgL,etiqueta,etiqueta_kmeans
2021-11-17_12-46-57_0s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_5s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_55s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_50s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_40s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_35s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_45s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_25s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_20s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_15s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_10s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-46-57_30s.jpg,2021-11-17 12:46:57,2021-11-17 12:46:55,0.7189542483660133,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-47-57_40s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_5s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_55s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_50s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_45s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_35s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_15s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_25s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_20s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_10s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_0s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-47-57_30s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,0.7189542483660133,0.981818181818182,0.0,0.125,0.3767441860465118,estres_leve,enfermo
2021-11-17_12-48-58_40s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_5s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_55s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_50s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_45s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_35s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_15s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_25s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_20s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_10s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_0s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-48-58_30s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,0.7211328976034855,0.981818181818182,0.0625,0.125,0.3255813953488372,estres_leve,enfermo
2021-11-17_12-49-58_5s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,0.7233115468409587,0.981818181818182,0.0,0.125,0.4139534883720932,estres_leve,enfermo
